"fipstate","year","naics","emp","qp1","ap","est"
"10",1998,"811///",3252,19247,82759,631
"10",1998,"812///",3678,14621,65583,633
"10",1998,"813///",8482,29034,124753,831
"11",1998,"115///",0,0,0,2
"11",1998,"211///",0,0,0,1
"11",1998,"212///",0,0,0,2
"11",1998,"221///",2880,42234,169175,36
"11",1998,"233///",3724,40432,170293,165
"11",1998,"234///",1405,11539,56071,18
"11",1998,"235///",2060,15489,71100,133
"11",1998,"311///",0,0,0,16
"11",1998,"312///",0,0,0,3
"11",1998,"313///",0,0,0,1
"11",1998,"314///",0,0,0,4
"11",1998,"315///",0,0,0,5
"11",1998,"321///",0,0,0,1
"11",1998,"322///",0,0,0,1
"11",1998,"323///",1899,15856,66330,107
"11",1998,"324///",0,0,0,1
"11",1998,"325///",0,0,0,2
"11",1998,"327///",0,0,0,3
"11",1998,"332///",0,0,0,6
"11",1998,"333///",0,0,0,1
"11",1998,"334///",0,0,0,4
"11",1998,"335///",0,0,0,1
"11",1998,"336///",0,0,0,2
"11",1998,"337///",0,0,0,5
"11",1998,"339///",197,1470,6243,20
"11",1998,"421///",2041,35613,128632,185
"11",1998,"422///",2988,24906,110842,187
"11",1998,"441///",615,4360,16750,48
"11",1998,"442///",0,0,0,91
"11",1998,"443///",310,2116,8220,66
"11",1998,"444///",841,5559,23900,50
"11",1998,"445///",5506,24566,106190,545
"11",1998,"446///",2156,10165,43592,193
"11",1998,"447///",745,2827,12413,106
"11",1998,"448///",3144,11533,50302,414
"11",1998,"451///",1486,5505,22666,135
"11",1998,"452///",0,0,0,29
"11",1998,"453///",1700,7323,32348,285
"11",1998,"454///",373,2620,12793,49
"11",1998,"481///",0,0,0,39
"11",1998,"483///",0,0,0,3
"11",1998,"484///",0,0,0,23
"11",1998,"485///",1317,6830,27668,47
"11",1998,"486///",38,895,4245,8
"11",1998,"487///",336,1565,8335,4
"11",1998,"488///",399,2827,13045,36
"11",1998,"492///",831,5550,22259,52
"11",1998,"493///",0,0,0,6
"11",1998,"511///",9193,144161,613975,194
"11",1998,"512///",1581,14352,62381,141
"11",1998,"513///",9861,203161,725184,203
"11",1998,"514///",3124,39971,147421,111
"11",1998,"522///",7985,210789,682176,471
"11",1998,"523///",3388,107194,379844,261
"11",1998,"524///",5136,79528,288379,198
"11",1998,"525///",162,2494,9767,7
"11",1998,"531///",0,0,0,859
"11",1998,"532///",0,0,0,76
"11",1998,"533///",0,0,0,2
"11",1998,"541///",71140,1059011,4835392,4134
"11",1998,"551///",4140,87663,355419,215
"11",1998,"561///",29912,173976,735250,1143
"11",1998,"562///",159,1081,5074,19
"11",1998,"611///",39732,293781,1198226,398
"11",1998,"621///",9296,86979,399053,1270
"11",1998,"622///",0,0,0,19
"11",1998,"623///",0,0,0,202
"11",1998,"624///",10630,55723,230742,578
"11",1998,"711///",1492,12859,56855,136
"11",1998,"712///",0,0,0,37
"11",1998,"713///",1124,4062,16597,70
"11",1998,"721///",13408,83026,365789,121
"11",1998,"722///",27513,96219,417392,1561
"11",1998,"811///",777,4736,20361,175
"11",1998,"812///",5572,22775,97889,809
"11",1998,"813///",50449,541176,2234040,2667
"12",1998,"113///",3096,22150,86928,383
"12",1998,"114///",440,1987,10576,164
"12",1998,"115///",10413,40945,147871,650
"12",1998,"211///",166,2279,8856,35
"12",1998,"212///",7737,76763,322876,152
"12",1998,"213///",314,2623,11209,56
"12",1998,"221///",27969,362563,1423814,576
"12",1998,"233///",80716,608716,2665734,10916
"12",1998,"234///",45792,329329,1442368,2099
"12",1998,"235///",215165,1234817,5566629,25087
"12",1998,"311///",36768,254622,1031882,945
"12",1998,"312///",7590,67057,261344,113
"12",1998,"313///",2790,17011,67910,166
"12",1998,"314///",6090,29208,123506,492
"12",1998,"315///",17926,73272,302512,655
"12",1998,"316///",3100,14853,56598,76
"12",1998,"321///",16056,93401,400078,536
"12",1998,"322///",12280,126449,512560,162
"12",1998,"323///",27107,177016,750224,2350
"12",1998,"324///",950,8521,34449,63
"12",1998,"325///",20026,209796,842034,575
"12",1998,"326///",19977,123597,546226,696
"12",1998,"327///",21652,157906,670868,915
"12",1998,"331///",4908,35788,151856,125
"12",1998,"332///",40338,270435,1159795,1996
"12",1998,"333///",28054,237339,978216,968
"12",1998,"334///",62751,617172,2539846,799
"12",1998,"335///",11372,78601,322941,297
"12",1998,"336///",40789,361337,1478284,781
"12",1998,"337///",18656,97258,424121,1360
"12",1998,"339///",29462,204956,859710,1927
"12",1998,"421///",174777,1523536,6399354,20340
"12",1998,"422///",123774,947322,3989352,10635
"12",1998,"441///",109772,833693,3580037,7430
"12",1998,"442///",30983,160835,687475,4556
"12",1998,"443///",21059,116988,499819,2805
"12",1998,"444///",59365,321103,1387815,4725
"12",1998,"445///",207475,679050,2709893,7561
"12",1998,"446///",67498,273706,1118575,5435
"12",1998,"447///",44035,147485,607133,6600
"12",1998,"448///",83043,283709,1172856,10711
"12",1998,"451///",29686,101721,427890,3830
"12",1998,"452///",142524,505854,1993311,1906
"12",1998,"453///",48838,168162,740204,8481
"12",1998,"454///",28113,166511,711645,2516
"12",1998,"481///",29811,226412,931670,488
"12",1998,"483///",12124,117486,491335,223
"12",1998,"484///",54912,415237,1719900,4200
"12",1998,"485///",10611,45819,191447,824
"12",1998,"486///",311,4187,16170,33
"12",1998,"487///",2684,11571,49019,395
"12",1998,"488///",42576,295720,1234817,3107
"12",1998,"492///",25746,174294,713680,875
"12",1998,"493///",4058,25611,108949,329
"12",1998,"511///",40965,405955,1741490,1585
"12",1998,"512///",12295,59529,248891,1126
"12",1998,"513///",80253,846548,3341078,2777
"12",1998,"514///",13827,144449,609211,833
"12",1998,"521///",0,0,0,2
"12",1998,"522///",144485,1333532,5054898,11304
"12",1998,"523///",34610,727541,2716925,3989
"12",1998,"524///",121868,1160794,4694521,11335
"12",1998,"525///",0,0,0,161
"12",1998,"531///",80218,477754,2056550,16852
"12",1998,"532///",42313,223031,938026,3937
"12",1998,"533///",1356,13086,60091,124
"12",1998,"541///",318814,2809028,13047144,47537
"12",1998,"551///",106630,1327694,5463633,2141
"12",1998,"561///",693133,2885408,12901157,26897
"12",1998,"562///",12765,92913,386526,694
"12",1998,"611///",79113,433506,1829820,3631
"12",1998,"621///",285683,2385080,10721736,31771
"12",1998,"622///",252206,1888027,7707757,321
"12",1998,"623///",126113,548039,2294398,2559
"12",1998,"624///",76826,260954,1105211,5740
"12",1998,"711///",21779,207406,881143,1842
"12",1998,"712///",4639,22243,92550,255
"12",1998,"713///",102893,383353,1624287,3730
"12",1998,"721///",144477,601484,2388037,3836
"12",1998,"722///",452004,1148125,4606856,24900
"12",1998,"811///",74833,423631,1808109,14877
"12",1998,"812///",73355,275912,1130128,12099
"12",1998,"813///",140517,539384,2254022,14584
"13",1998,"113///",5583,32339,139903,786
"13",1998,"114///",164,586,2382,37
"13",1998,"115///",2693,12548,56821,357
"13",1998,"211///",0,0,0,4
"13",1998,"212///",6271,75784,284228,173
"13",1998,"213///",0,0,0,33
"13",1998,"221///",22402,356097,1232259,553
"13",1998,"233///",42515,325315,1524932,6208
"13",1998,"234///",26692,182178,880162,1353
"13",1998,"235///",105567,662121,3121958,11975
"13",1998,"311///",60098,349698,1521854,567
"13",1998,"312///",8168,101352,421601,56
"13",1998,"313///",51565,306229,1269225,288
"13",1998,"314///",48083,309211,1255952,487
"13",1998,"315///",25893,99429,395857,326
"13",1998,"316///",441,2345,9079,32
"13",1998,"321///",28236,172335,763442,560
"13",1998,"322///",28978,306053,1218869,216
"13",1998,"323///",22775,178252,755659,1184
"13",1998,"324///",1117,9972,44529,65
"13",1998,"325///",23955,235319,980588,478
"13",1998,"326///",27426,193111,800391,440
"13",1998,"327///",18787,144086,617899,569
"13",1998,"331///",6618,52049,225912,83
"13",1998,"332///",32995,233229,1000424,1119
"13",1998,"333///",27915,221483,931621,560
"13",1998,"334///",19355,174113,765025,278
"13",1998,"335///",20630,174518,707238,129
"13",1998,"336///",50800,543416,2168879,273
"13",1998,"337///",14887,81232,363254,678
"13",1998,"339///",16329,115772,505008,704
"13",1998,"421///",122208,1359680,5552914,9563
"13",1998,"422///",70904,635701,2614600,4605
"13",1998,"441///",54108,387325,1724894,3899
"13",1998,"442///",19736,98533,423396,2287
"13",1998,"443///",11562,70106,310704,1291
"13",1998,"444///",38283,220667,969297,2794
"13",1998,"445///",93860,297966,1219194,3707
"13",1998,"446///",23370,100310,410772,2495
"13",1998,"447///",30675,99636,427509,4521
"13",1998,"448///",39492,121482,518567,4459
"13",1998,"451///",13381,44335,188630,1653
"13",1998,"452///",71945,242016,964586,1287
"13",1998,"453///",22361,77269,347842,3557
"13",1998,"454///",13033,69887,292943,1155
"13",1998,"481///",35836,319010,1396913,110
"13",1998,"483///",424,4077,18114,23
"13",1998,"484///",45577,316651,1369420,3089
"13",1998,"485///",2625,9801,43392,255
"13",1998,"486///",0,0,0,37
"13",1998,"487///",0,0,0,32
"13",1998,"488///",12208,78777,340878,964
"13",1998,"492///",14750,94827,392998,282
"13",1998,"493///",5095,33317,148843,257
"13",1998,"511///",24273,265844,1112262,963
"13",1998,"512///",5937,31228,137233,512
"13",1998,"513///",62681,797027,2977688,1490
"13",1998,"514///",13425,132703,550286,442
"13",1998,"521///",0,0,0,1
"13",1998,"522///",79190,716247,2763137,5855
"13",1998,"523///",11414,331337,1072843,1348
"13",1998,"524///",62191,696211,2738382,4893
"13",1998,"525///",0,0,0,61
"13",1998,"531///",31983,261446,1093095,6116
"13",1998,"532///",18000,98849,421444,1970
"13",1998,"533///",1236,20989,73335,72
"13",1998,"541///",166535,1697752,7679090,20400
"13",1998,"551///",90936,1512791,5683791,1454
"13",1998,"561///",255498,1182440,5418667,9601
"13",1998,"562///",6057,42819,177430,462
"13",1998,"611///",55840,310497,1303986,1597
"13",1998,"621///",110772,996907,4586062,11732
"13",1998,"622///",130714,936011,3879543,211
"13",1998,"623///",45931,179570,740974,1058
"13",1998,"624///",44472,145009,604328,3204
"13",1998,"711///",6832,56631,255276,640
"13",1998,"712///",1804,7387,35499,96
"13",1998,"713///",24753,73573,342960,1414
"13",1998,"721///",42666,151932,663701,1618
"13",1998,"722///",230723,551181,2372024,12455
"13",1998,"811///",34796,208209,908730,6562
"13",1998,"812///",33810,132825,565869,5244
"13",1998,"813///",66924,254430,1064573,7578
"15",1998,"113///",0,0,0,5
"15",1998,"114///",0,0,0,18
"15",1998,"115///",313,1614,7657,20
"15",1998,"212///",0,0,0,10
"15",1998,"213///",0,0,0,2
"15",1998,"221///",2601,37088,152209,45
"15",1998,"233///",6942,68296,287748,810
"15",1998,"234///",2375,26693,110828,107
"15",1998,"235///",11948,107733,463714,1429
"15",1998,"311///",6285,36013,148211,250
"15",1998,"312///",666,4316,15704,14
"15",1998,"313///",0,0,0,9
"15",1998,"314///",0,0,0,22
"15",1998,"315///",1409,6204,26819,107
"15",1998,"316///",0,0,0,7
"15",1998,"321///",0,0,0,26
"15",1998,"322///",0,0,0,6
"15",1998,"323///",1526,10453,42428,121
"15",1998,"324///",0,0,0,4
"15",1998,"325///",0,0,0,20
"15",1998,"326///",253,1403,6824,17
"15",1998,"327///",666,6795,27645,41
"15",1998,"332///",0,0,0,44
"15",1998,"333///",0,0,0,13
"15",1998,"334///",114,2149,8671,9
"15",1998,"335///",0,0,0,3
"15",1998,"336///",0,0,0,22
"15",1998,"337///",312,2025,8977,42
"15",1998,"339///",1099,6334,26793,141
"15",1998,"421///",7766,70885,279649,918
"15",1998,"422///",10676,77099,322936,954
"15",1998,"441///",5913,45118,186075,314
"15",1998,"442///",1332,7019,30138,182
"15",1998,"443///",1141,5436,22226,151
"15",1998,"444///",3128,19676,78415,259
"15",1998,"445///",11629,52365,211019,689
"15",1998,"446///",3554,23149,96855,308
"15",1998,"447///",3622,13228,52998,350
"15",1998,"448///",11157,48740,185763,1325
"15",1998,"451///",3181,11599,48409,343
"15",1998,"452///",10481,42150,174830,123
"15",1998,"453///",4758,17748,74317,771
"15",1998,"454///",724,4561,18595,107
"15",1998,"481///",8136,87756,359737,65
"15",1998,"483///",1200,10049,40441,24
"15",1998,"484///",2802,20124,86307,184
"15",1998,"485///",3272,21167,84426,84
"15",1998,"487///",4216,22069,83894,152
"15",1998,"488///",2521,18984,79155,139
"15",1998,"492///",1246,8237,33198,49
"15",1998,"493///",242,1988,6495,17
"15",1998,"511///",1889,18387,78205,88
"15",1998,"512///",1364,4592,20437,112
"15",1998,"513///",4657,48176,204408,197
"15",1998,"514///",331,2798,11488,56
"15",1998,"522///",12128,112438,426247,826
"15",1998,"523///",0,0,0,170
"15",1998,"524///",0,0,0,515
"15",1998,"525///",0,0,0,6
"15",1998,"531///",0,0,0,1407
"15",1998,"532///",0,0,0,333
"15",1998,"533///",0,0,0,2
"15",1998,"541///",17140,149949,690001,2684
"15",1998,"551///",5320,67492,250577,238
"15",1998,"561///",30273,144237,611332,1620
"15",1998,"562///",1069,10098,37764,81
"15",1998,"611///",11909,71205,295338,408
"15",1998,"621///",17445,163416,729298,2345
"15",1998,"622///",18451,180503,712240,29
"15",1998,"623///",4318,24355,103894,81
"15",1998,"624///",7175,30398,124970,485
"15",1998,"711///",1809,7271,30706,137
"15",1998,"712///",2518,7857,33407,49
"15",1998,"713///",6168,24719,103254,309
"15",1998,"721///",35007,231408,916392,316
"15",1998,"722///",48254,149967,603297,2803
"15",1998,"811///",3927,25696,106726,733
"15",1998,"812///",6429,25248,104660,750
"15",1998,"813///",12434,59297,245538,1697
"16",1998,"113///",0,0,0,438
"16",1998,"114///",0,0,0,5
"16",1998,"115///",0,0,0,176
"16",1998,"212///",2363,24305,93189,90
"16",1998,"213///",258,1814,8719,19
"16",1998,"221///",3283,47031,167703,166
"16",1998,"233///",11376,67002,368855,1717
"16",1998,"234///",4941,40841,217216,363
"16",1998,"235///",19129,98668,477955,3550
"16",1998,"311///",16171,89194,385828,182
"16",1998,"312///",250,1139,5086,22
"16",1998,"313///",40,131,764,10
"16",1998,"314///",0,0,0,32
"16",1998,"315///",263,960,3699,19
"16",1998,"316///",0,0,0,11
"16",1998,"321///",8931,61125,252203,206
"16",1998,"322///",1948,21816,92164,8
"16",1998,"323///",2351,11940,50309,169
"16",1998,"324///",0,0,0,5
"16",1998,"325///",3110,26411,107358,47
"16",1998,"326///",1435,6977,32925,57
"16",1998,"327///",1230,7172,38958,81
"16",1998,"331///",188,1075,4830,16
"16",1998,"332///",4082,28804,118216,225
"16",1998,"333///",2931,21928,90924,132
"16",1998,"334///",17240,206899,867867,57
"16",1998,"335///",0,0,0,25
"16",1998,"336///",2024,11964,52250,52
"16",1998,"337///",1776,10391,43427,141
"16",1998,"339///",1546,8193,34761,154
"16",1998,"421///",11513,98827,413673,1172
"16",1998,"422///",11975,64550,286251,831
"16",1998,"441///",10185,67474,289543,863
"16",1998,"442///",2350,11525,47577,353
"16",1998,"443///",1624,8249,33935,264
"16",1998,"444///",7129,38282,163180,709
"16",1998,"445///",11598,44775,190005,522
"16",1998,"446///",2331,9720,41563,288
"16",1998,"447///",5877,15582,67234,664
"16",1998,"448///",3868,11980,48708,586
"16",1998,"451///",3743,10260,43869,477
"16",1998,"452///",10950,33862,148108,180
"16",1998,"453///",3809,11350,50246,691
"16",1998,"454///",2201,10936,49103,256
"16",1998,"481///",1074,6505,25831,58
"16",1998,"483///",0,0,0,2
"16",1998,"484///",6910,38759,176821,935
"16",1998,"485///",1608,4364,17576,75
"16",1998,"486///",80,1335,4588,6
"16",1998,"487///",0,0,0,9
"16",1998,"488///",838,4528,20043,137
"16",1998,"492///",786,3588,16086,76
"16",1998,"493///",358,1975,9072,38
"16",1998,"511///",0,0,0,152
"16",1998,"512///",0,0,0,82
"16",1998,"513///",4750,37955,170056,258
"16",1998,"514///",0,0,0,57
"16",1998,"522///",9626,74392,294948,941
"16",1998,"523///",0,0,0,243
"16",1998,"524///",5702,43353,177032,857
"16",1998,"525///",0,0,0,6
"16",1998,"531///",2966,12791,57215,998
"16",1998,"532///",1879,6046,26907,294
"16",1998,"533///",3,14,193,5
"16",1998,"541///",22338,205968,902270,2719
"16",1998,"551///",6893,89824,367812,155
"16",1998,"561///",24267,85106,420321,1460
"16",1998,"562///",1131,7485,32523,126
"16",1998,"611///",5642,19217,80665,231
"16",1998,"621///",16517,118016,548737,2109
"16",1998,"622///",19125,119176,528170,55
"16",1998,"623///",8881,34231,133845,264
"16",1998,"624///",6151,17433,74973,724
"16",1998,"711///",0,0,0,98
"16",1998,"712///",0,0,0,30
"16",1998,"713///",4756,11922,56582,457
"16",1998,"721///",9109,25937,103353,432
"16",1998,"722///",34997,67059,286589,2554
"16",1998,"811///",6360,26245,115226,1276
"16",1998,"812///",3491,10779,45883,662
"16",1998,"813///",7048,21268,88311,1031
"17",1998,"113///",0,0,0,53
"17",1998,"114///",0,0,0,12
"17",1998,"115///",0,0,0,308
"17",1998,"211///",972,6178,24121,198
"17",1998,"212///",7201,82214,344513,245
"17",1998,"213///",1218,8828,37635,196
"17",1998,"221///",33676,513461,2039337,425
"17",1998,"233///",53234,445945,2198663,9158
"17",1998,"234///",19972,191739,1307990,1467
"17",1998,"235///",152095,1319205,6497757,18646
"17",1998,"311///",83275,621429,2664597,1353
"17",1998,"312///",3366,23878,109954,63
"17",1998,"313///",1078,8669,35041,80
"17",1998,"314///",4584,25176,115260,240
"17",1998,"315///",11509,58387,245454,271
"17",1998,"316///",2603,13136,54249,48
"17",1998,"321///",9063,54403,245146,459
"17",1998,"322///",28857,247496,1023988,373
"17",1998,"323///",59992,521750,2210581,2368
"17",1998,"324///",5899,85473,338993,88
"17",1998,"325///",54266,650234,2751402,733
"17",1998,"326///",69042,541859,2278138,943
"17",1998,"327///",18496,146620,671259,646
"17",1998,"331///",38854,393789,1560325,351
"17",1998,"332///",132989,1112286,4795056,3821
"17",1998,"333///",114190,1242661,4841061,2223
"17",1998,"334///",77362,846275,3378836,804
"17",1998,"335///",50708,425272,1766130,492
"17",1998,"336///",60132,601337,2406618,451
"17",1998,"337///",20254,137513,598059,829
"17",1998,"339///",36953,302772,1228941,1339
"17",1998,"421///",202962,2316017,9965950,14002
"17",1998,"422///",127825,1217064,5127735,7795
"17",1998,"441///",70493,521173,2389221,4542
"17",1998,"442///",22801,122295,527206,2616
"17",1998,"443///",18327,108558,464358,1936
"17",1998,"444///",51256,274979,1272046,3850
"17",1998,"445///",122753,414309,1763826,6128
"17",1998,"446///",52132,186593,773718,3293
"17",1998,"447///",33837,102938,438705,4306
"17",1998,"448///",57787,191822,813451,6409
"17",1998,"451///",24105,76370,323367,2736
"17",1998,"452///",122066,382174,1564132,1519
"17",1998,"453///",34611,109143,480377,5189
"17",1998,"454///",22458,165094,692772,1675
"17",1998,"481///",38793,454526,1770650,196
"17",1998,"483///",1945,17701,77925,58
"17",1998,"484///",65718,511743,2274275,5427
"17",1998,"485///",20435,76709,298351,844
"17",1998,"486///",1718,27285,105806,85
"17",1998,"487///",432,1626,11972,36
"17",1998,"488///",21941,180093,766482,1503
"17",1998,"492///",34843,202133,840535,448
"17",1998,"493///",7142,47561,200807,317
"17",1998,"511///",50352,554278,2342247,1564
"17",1998,"512///",10495,59799,263544,901
"17",1998,"513///",59102,842015,3056621,1948
"17",1998,"514///",11218,108792,425029,675
"17",1998,"521///",0,0,0,1
"17",1998,"522///",150921,1755732,6152783,7914
"17",1998,"523///",45461,1459280,4826951,3883
"17",1998,"524///",138710,1721114,6601961,8947
"17",1998,"525///",0,0,0,74
"17",1998,"531///",56554,510523,2053288,8561
"17",1998,"532///",27372,186538,801618,2737
"17",1998,"533///",677,6322,27189,64
"17",1998,"541///",311731,3471517,16023793,34020
"17",1998,"551///",161319,2826162,10753261,2116
